PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"36228729","Biogenic synthesis of reduced graphene oxide decorated with silver nanoparticles (rGO/Ag NPs) using table olive (olea europaea) for efficient and rapid catalytic reduction of organic pollutants","Sun W, Hong Y, Li T, Chu H, Liu J, Feng L, Baghayeri M.","Chemosphere. 2023 Jan;310:136759. doi: 10.1016/j.chemosphere.2022.136759. Epub 2022 Oct 10.","Sun W","Chemosphere","2023","2022/10/13","","","10.1016/j.chemosphere.2022.136759"
"26392135","Synthesis in plants and plant extracts of silver nanoparticles with potent antimicrobial properties: current status and future prospects","Mashwani ZU, Khan T, Khan MA, Nadhman A.","Appl Microbiol Biotechnol. 2015 Dec;99(23):9923-34. doi: 10.1007/s00253-015-6987-1. Epub 2015 Sep 21.","Mashwani ZU","Appl Microbiol Biotechnol","2015","2015/09/23","","","10.1007/s00253-015-6987-1"
"26829907","Green synthesis of silver nanoparticles and characterization of their inhibitory effects on AGEs formation using biophysical techniques","Ashraf JM, Ansari MA, Khan HM, Alzohairy MA, Choi I.","Sci Rep. 2016 Feb 2;6:20414. doi: 10.1038/srep20414.","Ashraf JM","Sci Rep","2016","2016/02/03","PMC4735866","","10.1038/srep20414"
"36689164","Comparative Study of Effects of Endophytic Fungal Silver Nanoparticles and Nanoemulsion on Escherichia coli","Nanda N, S R, S H.","Appl Biochem Biotechnol. 2023 Jul;195(7):4237-4250. doi: 10.1007/s12010-023-04331-1. Epub 2023 Jan 23.","Nanda N","Appl Biochem Biotechnol","2023","2023/01/23","","","10.1007/s12010-023-04331-1"
"34191661","A comparative study on aquatic toxicity of chemically-synthesized and green synthesis silver nanoparticles on daphnia magna","Içoglu Aksakal F, Yilmaz A, Koc K, Özdemir S.","Int J Environ Health Res. 2022 Oct;32(10):2149-2159. doi: 10.1080/09603123.2021.1947991. Epub 2021 Jun 30.","Içoglu Aksakal F","Int J Environ Health Res","2022","2021/06/30","","","10.1080/09603123.2021.1947991"
"34994949","Nanocidal Effect of Rice Husk-Based Silver Nanoparticles on Antioxidant Enzymes of Aphid","Amjad T, Afsheen S, Iqbal T.","Biol Trace Elem Res. 2022 Nov;200(11):4855-4864. doi: 10.1007/s12011-021-03067-5. Epub 2022 Jan 7.","Amjad T","Biol Trace Elem Res","2022","2022/01/07","","","10.1007/s12011-021-03067-5"
"26753832","Ultrasound assisted green synthesis of silver nanoparticles using weed plant","Manjamadha VP, Muthukumar K.","Bioprocess Biosyst Eng. 2016 Mar;39(3):401-11. doi: 10.1007/s00449-015-1523-3. Epub 2016 Jan 11.","Manjamadha VP","Bioprocess Biosyst Eng","2016","2016/01/13","","","10.1007/s00449-015-1523-3"
"31785206","Synergistic Cytotoxicity Of Shikonin-Silver Nanoparticles As An Opportunity For Lung Cancer","Fayez H, El-Motaleb MA, Selim AA.","J Labelled Comp Radiopharm. 2020 Jan;63(1):25-32. doi: 10.1002/jlcr.3818. Epub 2019 Dec 22.","Fayez H","J Labelled Comp Radiopharm","2020","2019/12/01","","","10.1002/jlcr.3818"
"31029313","Assessing the antioxidant, cytotoxic, apoptotic and wound healing properties of silver nanoparticles green-synthesized by plant extracts","Ahn EY, Jin H, Park Y.","Mater Sci Eng C Mater Biol Appl. 2019 Aug;101:204-216. doi: 10.1016/j.msec.2019.03.095. Epub 2019 Mar 26.","Ahn EY","Mater Sci Eng C Mater Biol Appl","2019","2019/04/29","","","10.1016/j.msec.2019.03.095"
"37597775","The role of bacterial exopolysaccharides (EPS) in the synthesis of antimicrobial silver nanomaterials: A state-of-the-art review","Dey G, Patil MP, Banerjee A, Sharma RK, Banerjee P, Maity JP, Singha S, Taharia M, Shaw AK, Huang HB, Kim GD, Chen CY.","J Microbiol Methods. 2023 Sep;212:106809. doi: 10.1016/j.mimet.2023.106809. Epub 2023 Aug 18.","Dey G","J Microbiol Methods","2023","2023/08/19","","","10.1016/j.mimet.2023.106809"
"27866607","Synthesis of silver nanoparticles by endosymbiont Pseudomonas fluorescens CA 417 and their bactericidal activity","Syed B, M N NP, B L D, K MK, S Y, S S.","Enzyme Microb Technol. 2016 Dec;95:128-136. doi: 10.1016/j.enzmictec.2016.10.004. Epub 2016 Oct 5.","Syed B","Enzyme Microb Technol","2016","2016/11/22","","","10.1016/j.enzmictec.2016.10.004"
"33581590","Determination of paracetamol using a sensor based on green synthesis of silver nanoparticles in plant extract","Zamarchi F, Vieira IC.","J Pharm Biomed Anal. 2021 Mar 20;196:113912. doi: 10.1016/j.jpba.2021.113912. Epub 2021 Jan 21.","Zamarchi F","J Pharm Biomed Anal","2021","2021/02/13","","","10.1016/j.jpba.2021.113912"
"27884676","Protein interactions with silver nanoparticles: Green synthesis, and biophysical approach","Al-Thabaiti NS, Malik MA, Khan Z.","Int J Biol Macromol. 2017 Feb;95:421-428. doi: 10.1016/j.ijbiomac.2016.11.046. Epub 2016 Nov 22.","Al-Thabaiti NS","Int J Biol Macromol","2017","2016/11/26","","","10.1016/j.ijbiomac.2016.11.046"
"21920808","Green synthesis of silver nanoparticles using Macrotyloma uniflorum","Vidhu VK, Aromal SA, Philip D.","Spectrochim Acta A Mol Biomol Spectrosc. 2011 Dec;83(1):392-7. doi: 10.1016/j.saa.2011.08.051. Epub 2011 Aug 31.","Vidhu VK","Spectrochim Acta A Mol Biomol Spectrosc","2011","2011/09/17","","","10.1016/j.saa.2011.08.051"
"37232066","Biofabrication of silver nanoparticles using Spirulina platensis: In vitro anti-coagulant, thrombolytic and catalytic dye degradation activity","Gul A, Ahmed D, Fazil MM, Aslam T, Rashid MA, Khan H, Ali A, Ali S.","Microsc Res Tech. 2023 Jul;86(7):823-833. doi: 10.1002/jemt.24344. Epub 2023 May 26.","Gul A","Microsc Res Tech","2023","2023/05/26","","","10.1002/jemt.24344"
"31546384","Simultaneous green synthesis and in-situ impregnation of silver nanoparticles into organic nanofibers by Lythrum salicaria extract: Morphological, thermal, antimicrobial and release properties","Mohammadalinejhad S, Almasi H, Esmaiili M.","Mater Sci Eng C Mater Biol Appl. 2019 Dec;105:110115. doi: 10.1016/j.msec.2019.110115. Epub 2019 Aug 22.","Mohammadalinejhad S","Mater Sci Eng C Mater Biol Appl","2019","2019/09/25","","","10.1016/j.msec.2019.110115"
"28730357","Biosynthesis of silver nanoparticles from Spirulina microalgae and its antibacterial activity","Muthusamy G, Thangasamy S, Raja M, Chinnappan S, Kandasamy S.","Environ Sci Pollut Res Int. 2017 Aug;24(23):19459-19464. doi: 10.1007/s11356-017-9772-0. Epub 2017 Jul 20.","Muthusamy G","Environ Sci Pollut Res Int","2017","2017/07/22","","","10.1007/s11356-017-9772-0"
"35508829","Use of Catharanthus roseus Cell Cultures for the Synthesis of Metal Nanoparticles","Osibe DA, Aoyagi H.","Methods Mol Biol. 2022;2469:55-64. doi: 10.1007/978-1-0716-2185-1_5.","Osibe DA","Methods Mol Biol","2022","2022/05/04","","","10.1007/978-1-0716-2185-1_5"
"21918296","Study of mechanism of enhanced antibacterial activity by green synthesis of silver nanoparticles","Parashar UK, Kumar V, Bera T, Saxena PS, Nath G, Srivastava SK, Giri R, Srivastava A.","Nanotechnology. 2011 Oct 14;22(41):415104. doi: 10.1088/0957-4484/22/41/415104. Epub 2011 Sep 15.","Parashar UK","Nanotechnology","2011","2011/09/16","","","10.1088/0957-4484/22/41/415104"
"24751276","Green synthesis of colloid silver nanoparticles and resulting biodegradable starch/silver nanocomposites","Cheviron P, Gouanvé F, Espuche E.","Carbohydr Polym. 2014 Aug 8;108:291-8. doi: 10.1016/j.carbpol.2014.02.059. Epub 2014 Feb 28.","Cheviron P","Carbohydr Polym","2014","2014/04/23","","","10.1016/j.carbpol.2014.02.059"
"34645452","Green synthesis of AgNP-ligand complexes and their toxicological effects on Nilaparvata lugens","Fouad H, Yang G, El-Sayed AA, Mao G, Khalafallah D, Saad M, Ga'al H, Ibrahim E, Mo J.","J Nanobiotechnology. 2021 Oct 13;19(1):318. doi: 10.1186/s12951-021-01068-z.","Fouad H","J Nanobiotechnology","2021","2021/10/14","PMC8513204","","10.1186/s12951-021-01068-z"
"33915277","Toxicity, inflammatory and antioxidant genes expression, and physiological changes of green synthesis silver nanoparticles on Nile tilapia (Oreochromis niloticus) fingerlings","Mansour WAA, Abdelsalam NR, Tanekhy M, Khaled AA, Mansour AT.","Comp Biochem Physiol C Toxicol Pharmacol. 2021 Sep;247:109068. doi: 10.1016/j.cbpc.2021.109068. Epub 2021 Apr 26.","Mansour WAA","Comp Biochem Physiol C Toxicol Pharmacol","2021","2021/04/29","","","10.1016/j.cbpc.2021.109068"
"29589095","Wound healing applications of biogenic colloidal silver and gold nanoparticles: recent trends and future prospects","Ovais M, Ahmad I, Khalil AT, Mukherjee S, Javed R, Ayaz M, Raza A, Shinwari ZK.","Appl Microbiol Biotechnol. 2018 May;102(10):4305-4318. doi: 10.1007/s00253-018-8939-z. Epub 2018 Mar 27.","Ovais M","Appl Microbiol Biotechnol","2018","2018/03/29","","","10.1007/s00253-018-8939-z"
"24607156","Glucoxylan-mediated green synthesis of gold and silver nanoparticles and their phyto-toxicity study","Iram F, Iqbal MS, Athar MM, Saeed MZ, Yasmeen A, Ahmad R.","Carbohydr Polym. 2014 Apr 15;104:29-33. doi: 10.1016/j.carbpol.2014.01.002. Epub 2014 Jan 9.","Iram F","Carbohydr Polym","2014","2014/03/11","","","10.1016/j.carbpol.2014.01.002"
"32044208","Chitosan coating does not prevent the effect of the transfer of green silver nanoparticles biosynthesized by Streptomyces malachitus into fetuses via the placenta","Elsharawy K, Abou-Dobara M, El-Gammal H, Hyder A.","Reprod Biol. 2020 Mar;20(1):97-105. doi: 10.1016/j.repbio.2020.01.004. Epub 2020 Feb 7.","Elsharawy K","Reprod Biol","2020","2020/02/12","","","10.1016/j.repbio.2020.01.004"
"35173088","Introducing a Novel Chemotherapeutic Drug for the Treatment of Lung Adenocarcinoma: Silver Nanoparticles Green-formulated by Cinnamomum verum","Zhou J, Zheng X, Cai Q, Song C.","J Oleo Sci. 2022 Mar 2;71(3):371-378. doi: 10.5650/jos.ess21316. Epub 2022 Feb 15.","Zhou J","J Oleo Sci","2022","2022/02/17","","","10.5650/jos.ess21316"
"29807133","Antibacterial potential of silver nanoparticles synthesized using Madhuca longifolia flower extract as a green resource","Patil MP, Singh RD, Koli PB, Patil KT, Jagdale BS, Tipare AR, Kim GD.","Microb Pathog. 2018 Aug;121:184-189. doi: 10.1016/j.micpath.2018.05.040. Epub 2018 May 25.","Patil MP","Microb Pathog","2018","2018/05/29","","","10.1016/j.micpath.2018.05.040"
"24610039","Antimicrobial activity and physical characterization of silver nanoparticles green synthesized using nitrate reductase from Fusarium oxysporum","Gholami-Shabani M, Akbarzadeh A, Norouzian D, Amini A, Gholami-Shabani Z, Imani A, Chiani M, Riazi G, Shams-Ghahfarokhi M, Razzaghi-Abyaneh M.","Appl Biochem Biotechnol. 2014 Apr;172(8):4084-98. doi: 10.1007/s12010-014-0809-2. Epub 2014 Mar 9.","Gholami-Shabani M","Appl Biochem Biotechnol","2014","2014/03/11","","","10.1007/s12010-014-0809-2"
"29225181","The effect of green synthesis silver nanoparticles (AgNPs) from Pulicaria undulata on the amyloid formation in α-lactalbumin and the chaperon action of α-casein","Dehvari M, Ghahghaei A.","Int J Biol Macromol. 2018 Mar;108:1128-1139. doi: 10.1016/j.ijbiomac.2017.12.040. Epub 2017 Dec 7.","Dehvari M","Int J Biol Macromol","2018","2017/12/12","","","10.1016/j.ijbiomac.2017.12.040"
"27083587","Green synthesis and antibacterial effects of aqueous colloidal solutions of silver nanoparticles using camomile terpenoids as a combined reducing and capping agent","Parlinska-Wojtan M, Kus-Liskiewicz M, Depciuch J, Sadik O.","Bioprocess Biosyst Eng. 2016 Aug;39(8):1213-23. doi: 10.1007/s00449-016-1599-4. Epub 2016 Apr 15.","Parlinska-Wojtan M","Bioprocess Biosyst Eng","2016","2016/04/17","PMC4945692","","10.1007/s00449-016-1599-4"
"24906746","Green synthesis of chondroitin sulfate-capped silver nanoparticles: characterization and surface modification","Cheng KM, Hung YW, Chen CC, Liu CC, Young JJ.","Carbohydr Polym. 2014 Sep 22;110:195-202. doi: 10.1016/j.carbpol.2014.03.053. Epub 2014 Mar 28.","Cheng KM","Carbohydr Polym","2014","2014/06/08","","","10.1016/j.carbpol.2014.03.053"
"23860402","Green synthesis of silver nanoparticles from Gloriosa superba L. leaf extract and their catalytic activity","Ashokkumar S, Ravi S, Velmurugan S.","Spectrochim Acta A Mol Biomol Spectrosc. 2013 Nov;115:388-92. doi: 10.1016/j.saa.2013.06.050. Epub 2013 Jun 28.","Ashokkumar S","Spectrochim Acta A Mol Biomol Spectrosc","2013","2013/07/18","","","10.1016/j.saa.2013.06.050"
"26902893","Solid state synthesis of starch-capped silver nanoparticles","Hebeish A, Shaheen TI, El-Naggar ME.","Int J Biol Macromol. 2016 Jun;87:70-6. doi: 10.1016/j.ijbiomac.2016.02.046. Epub 2016 Feb 21.","Hebeish A","Int J Biol Macromol","2016","2016/02/24","","","10.1016/j.ijbiomac.2016.02.046"
"26212222","Weissella oryzae DC6-facilitated green synthesis of silver nanoparticles and their antimicrobial potential","Singh P, Kim YJ, Wang C, Mathiyalagan R, Yang DC.","Artif Cells Nanomed Biotechnol. 2016 Sep;44(6):1569-75. doi: 10.3109/21691401.2015.1064937. Epub 2015 Jul 27.","Singh P","Artif Cells Nanomed Biotechnol","2016","2015/07/28","","","10.3109/21691401.2015.1064937"
"32599248","Microwave-assisted rapid synthesis of silver nanoparticles using fucoidan: Characterization with assessment of biocompatibility and antimicrobial activity","Rao SS, Saptami K, Venkatesan J, Rekha PD.","Int J Biol Macromol. 2020 Nov 15;163:745-755. doi: 10.1016/j.ijbiomac.2020.06.230. Epub 2020 Jun 26.","Rao SS","Int J Biol Macromol","2020","2020/06/30","","","10.1016/j.ijbiomac.2020.06.230"
"37423523","Biosynthesis of silver nanoparticles using nitrate reductase from Aspergillus terreus N4 and their potential use as a non-alcoholic disinfectant","Rose GK, Thakur B, Soni R, Soni SK.","J Biotechnol. 2023 Aug 20;373:49-62. doi: 10.1016/j.jbiotec.2023.07.002. Epub 2023 Jul 8.","Rose GK","J Biotechnol","2023","2023/07/09","","","10.1016/j.jbiotec.2023.07.002"
"28719862","Green biosynthesis of silver nanoparticles using leaves extract of Artemisia vulgaris and their potential biomedical applications","Rasheed T, Bilal M, Iqbal HMN, Li C.","Colloids Surf B Biointerfaces. 2017 Oct 1;158:408-415. doi: 10.1016/j.colsurfb.2017.07.020. Epub 2017 Jul 8.","Rasheed T","Colloids Surf B Biointerfaces","2017","2017/07/19","","","10.1016/j.colsurfb.2017.07.020"
"24298556","Green and rapid synthesis of anticancerous silver nanoparticles by Saccharomyces boulardii and insight into mechanism of nanoparticle synthesis","Kaler A, Jain S, Banerjee UC.","Biomed Res Int. 2013;2013:872940. doi: 10.1155/2013/872940. Epub 2013 Nov 5.","Kaler A","Biomed Res Int","2013","2013/12/04","PMC3835627","","10.1155/2013/872940"
"33390141","Evaluation of Cytotoxic Effect of Silver Nanoparticles (AgNP) Synthesized from Phlebodium aureum (L.) J. Smith Extracts","Marimuthu J, Thangaiah S, Santhanam A, George V.","Anticancer Agents Med Chem. 2021;21(18):2603-2609. doi: 10.2174/1871520621999201230233408.","Marimuthu J","Anticancer Agents Med Chem","2021","2021/01/04","","","10.2174/1871520621999201230233408"
"28476981","Green synthesis, characterisation and bioactivity of plant-mediated silver nanoparticles using Decalepis hamiltonii root extract","Rashmi V, Sanjay KR.","IET Nanobiotechnol. 2017 Apr;11(3):247-254. doi: 10.1049/iet-nbt.2016.0018.","Rashmi V","IET Nanobiotechnol","2017","2017/05/07","PMC8676312","","10.1049/iet-nbt.2016.0018"
"30101806","Synthesis, characterization and application of green seaweed mediated silver nanoparticles (AgNPs) as antibacterial agents for water disinfection","Dixit D, Gangadharan D, Popat KM, Reddy CRK, Trivedi M, Gadhavi DK.","Water Sci Technol. 2018 Aug;78(1-2):235-246. doi: 10.2166/wst.2018.292.","Dixit D","Water Sci Technol","2018","2018/08/14","","","10.2166/wst.2018.292"
"24835945","Biomimetic synthesis of silver nanoparticles using the fish scales of Labeo rohita and their application as catalysts for the reduction of aromatic nitro compounds","Sinha T, Ahmaruzzaman M, Sil AK, Bhattacharjee A.","Spectrochim Acta A Mol Biomol Spectrosc. 2014 Oct 15;131:413-23. doi: 10.1016/j.saa.2014.04.065. Epub 2014 Apr 30.","Sinha T","Spectrochim Acta A Mol Biomol Spectrosc","2014","2014/05/20","","","10.1016/j.saa.2014.04.065"
"35926739","Biomedical and catalytic applications of agri-based biosynthesized silver nanoparticles","Garg R, Rani P, Garg R, Khan MA, Khan NA, Khan AH, Américo-Pinheiro JHP.","Environ Pollut. 2022 Oct 1;310:119830. doi: 10.1016/j.envpol.2022.119830. Epub 2022 Aug 1.","Garg R","Environ Pollut","2022","2022/08/04","","","10.1016/j.envpol.2022.119830"
"33143289","An Overview of the Algae-Mediated Biosynthesis of Nanoparticles and Their Biomedical Applications","Chaudhary R, Nawaz K, Khan AK, Hano C, Abbasi BH, Anjum S.","Biomolecules. 2020 Oct 30;10(11):1498. doi: 10.3390/biom10111498.","Chaudhary R","Biomolecules","2020","2020/11/04","PMC7693774","","10.3390/biom10111498"
"27348063","Photobiologic-mediated fabrication of silver nanoparticles with antibacterial activity","Lee JH, Lim JM, Velmurugan P, Park YJ, Park YJ, Bang KS, Oh BT.","J Photochem Photobiol B. 2016 Sep;162:93-99. doi: 10.1016/j.jphotobiol.2016.06.029. Epub 2016 Jun 23.","Lee JH","J Photochem Photobiol B","2016","2016/06/28","","","10.1016/j.jphotobiol.2016.06.029"
"35313460","Multitherapeutic Efficacy of Curly Kale Extract Fabricated Biogenic Silver Nanoparticles","Das G, Shin HS, Patra JK.","Int J Nanomedicine. 2022 Mar 15;17:1125-1137. doi: 10.2147/IJN.S308478. eCollection 2022.","Das G","Int J Nanomedicine","2022","2022/03/22","PMC8934171","","10.2147/IJN.S308478"
"37985512","Biocidal and synergistic effect of three types of biologically synthesised silver/silver chloride nanoparticles","Muñoz AJ, Espínola F, Ruiz E, Moya M, Castro E.","World J Microbiol Biotechnol. 2023 Nov 21;40(1):18. doi: 10.1007/s11274-023-03825-8.","Muñoz AJ","World J Microbiol Biotechnol","2023","2023/11/20","","","10.1007/s11274-023-03825-8"
"28187403","Green synthesis of silver nanoparticle for the selective and sensitive colorimetric detection of mercury (II) ion","Kumar V, Singh DK, Mohan S, Bano D, Gundampati RK, Hasan SH.","J Photochem Photobiol B. 2017 Mar;168:67-77. doi: 10.1016/j.jphotobiol.2017.01.022. Epub 2017 Jan 31.","Kumar V","J Photochem Photobiol B","2017","2017/02/11","","","10.1016/j.jphotobiol.2017.01.022"
"25022503","A study on the stability and green synthesis of silver nanoparticles using Ziziphora tenuior (Zt) extract at room temperature","Sadeghi B, Gholamhoseinpoor F.","Spectrochim Acta A Mol Biomol Spectrosc. 2015 Jan 5;134:310-5. doi: 10.1016/j.saa.2014.06.046. Epub 2014 Jun 19.","Sadeghi B","Spectrochim Acta A Mol Biomol Spectrosc","2015","2014/07/16","","","10.1016/j.saa.2014.06.046"
"25771716","The development of a green approach for the biosynthesis of silver and gold nanoparticles by using Panax ginseng root extract, and their biological applications","Singh P, Kim YJ, Wang C, Mathiyalagan R, Yang DC.","Artif Cells Nanomed Biotechnol. 2016 Jun;44(4):1150-7. doi: 10.3109/21691401.2015.1011809. Epub 2015 Mar 14.","Singh P","Artif Cells Nanomed Biotechnol","2016","2015/03/17","","","10.3109/21691401.2015.1011809"
"24751039","Facile synthesis of carboxymethyl curdlan-capped silver nanoparticles and their application in SERS","Wu J, Zhang F, Zhang H.","Carbohydr Polym. 2012 Sep 1;90(1):261-9. doi: 10.1016/j.carbpol.2012.05.033. Epub 2012 May 17.","Wu J","Carbohydr Polym","2012","2014/04/23","","","10.1016/j.carbpol.2012.05.033"
"37471642","Mapping the Progress in Surface Plasmon Resonance Analysis of Phytogenic Silver Nanoparticles with Colorimetric Sensing Applications","Paul TK, Jalil MA, Repon MR, Alim MA, Islam T, Rahman ST, Paul A, Rhaman M.","Chem Biodivers. 2023 Aug;20(8):e202300510. doi: 10.1002/cbdv.202300510. Epub 2023 Jul 31.","Paul TK","Chem Biodivers","2023","2023/07/20","","","10.1002/cbdv.202300510"
"25295298","Synthesis of silver nanoparticles dispersed in various aqueous media using laser ablation","Tajdidzadeh M, Azmi BZ, Yunus WM, Talib ZA, Sadrolhosseini AR, Karimzadeh K, Gene SA, Dorraj M.","ScientificWorldJournal. 2014;2014:324921. doi: 10.1155/2014/324921. Epub 2014 Sep 8.","Tajdidzadeh M","ScientificWorldJournal","2014","2014/10/09","PMC4175380","","10.1155/2014/324921"
"23054815","A green approach for synthesis of gold and silver nanoparticles by Leishmania sp","Ramezani F, Jebali A, Kazemi B.","Appl Biochem Biotechnol. 2012 Nov;168(6):1549-55. doi: 10.1007/s12010-012-9877-3. Epub 2012 Oct 3.","Ramezani F","Appl Biochem Biotechnol","2012","2012/10/12","","","10.1007/s12010-012-9877-3"
"28530191","Green synthesis of silver nanoparticles using bovine skin gelatin and its antibacterial effect on clinical bacterial isolates","Salaheldin HI, Almalki MHK, Osman GEH.","IET Nanobiotechnol. 2017 Jun;11(4):420-425. doi: 10.1049/iet-nbt.2016.0126.","Salaheldin HI","IET Nanobiotechnol","2017","2017/05/23","PMC8676556","","10.1049/iet-nbt.2016.0126"
"28830244","Stable antibacterial silver nanoparticles produced with seed-derived callus extract of Catharanthus roseus","Osibe DA, Chiejina NV, Ogawa K, Aoyagi H.","Artif Cells Nanomed Biotechnol. 2018 Sep;46(6):1266-1273. doi: 10.1080/21691401.2017.1367927. Epub 2017 Aug 22.","Osibe DA","Artif Cells Nanomed Biotechnol","2018","2017/08/24","","","10.1080/21691401.2017.1367927"
"24632169","Green synthesis of silver nanoparticles using Alternanthera dentata leaf extract at room temperature and their antimicrobial activity","Kumar DA, Palanichamy V, Roopan SM.","Spectrochim Acta A Mol Biomol Spectrosc. 2014 Jun 5;127:168-71. doi: 10.1016/j.saa.2014.02.058. Epub 2014 Feb 26.","Kumar DA","Spectrochim Acta A Mol Biomol Spectrosc","2014","2014/03/18","","","10.1016/j.saa.2014.02.058"
"31039515","Green synthesis of Ag nanoflowers using Kalanchoe Daigremontiana extract for enhanced photocatalytic and antibacterial activities","Molina GA, Esparza R, López-Miranda JL, Hernández-Martínez AR, España-Sánchez BL, Elizalde-Peña EA, Estevez M.","Colloids Surf B Biointerfaces. 2019 Aug 1;180:141-149. doi: 10.1016/j.colsurfb.2019.04.044. Epub 2019 May 3.","Molina GA","Colloids Surf B Biointerfaces","2019","2019/05/01","","","10.1016/j.colsurfb.2019.04.044"
"30954875","Exploring the potential of environment friendly silver nanoparticles for DNA interaction: Physicochemical approach","Komal, Sonia, Kukreti S, Kaushik M.","J Photochem Photobiol B. 2019 May;194:158-165. doi: 10.1016/j.jphotobiol.2019.03.022. Epub 2019 Mar 30.","Komal","J Photochem Photobiol B","2019","2019/04/08","","","10.1016/j.jphotobiol.2019.03.022"
"34340224","Recent advances in anticancer and antimicrobial activity of silver nanoparticles synthesized using phytochemicals and organic polymers","Wani IA, Ahmad T, Khosla A.","Nanotechnology. 2021 Aug 25;32(46). doi: 10.1088/1361-6528/ac19d5.","Wani IA","Nanotechnology","2021","2021/08/02","","","10.1088/1361-6528/ac19d5"
"25199560","A novel green synthesis approach for polymer nanocomposites decorated with silver nanoparticles and their antibacterial activity","Chen G, Lu J, Lam C, Yu Y.","Analyst. 2014 Nov 21;139(22):5793-9. doi: 10.1039/c4an01301h.","Chen G","Analyst","2014","2014/09/10","","","10.1039/c4an01301h"
"25746242","Facile and green synthesis of silver nanoparticles using oxidized pectin","Tummalapalli M, Deopura BL, Alam MS, Gupta B.","Mater Sci Eng C Mater Biol Appl. 2015 May;50:31-6. doi: 10.1016/j.msec.2015.01.055. Epub 2015 Jan 17.","Tummalapalli M","Mater Sci Eng C Mater Biol Appl","2015","2015/03/10","","","10.1016/j.msec.2015.01.055"
"31051204","D-glucosamine chitosan base molecule-assisted synthesis of different shape and sized silver nanoparticles by a single pot method: A greener approach for sensor and microbial applications","Ranjani B, Pandian K, Kumar GA, Gopinath SCB.","Int J Biol Macromol. 2019 Jul 15;133:1280-1287. doi: 10.1016/j.ijbiomac.2019.04.196. Epub 2019 Apr 30.","Ranjani B","Int J Biol Macromol","2019","2019/05/04","","","10.1016/j.ijbiomac.2019.04.196"
"21353501","Extracellular synthesis of silver nanoparticles using culture supernatant of Pseudomonas aeruginosa","Kumar CG, Mamidyala SK.","Colloids Surf B Biointerfaces. 2011 Jun 1;84(2):462-6. doi: 10.1016/j.colsurfb.2011.01.042. Epub 2011 Feb 4.","Kumar CG","Colloids Surf B Biointerfaces","2011","2011/03/01","","","10.1016/j.colsurfb.2011.01.042"
"32306505","Silver nanoparticles synthesis using Wedelia urticifolia (Blume) DC. flower extract: Characterization and antibacterial activity evaluation","Rather MY, Shincy M, Sundarapandian S.","Microsc Res Tech. 2020 Sep;83(9):1085-1094. doi: 10.1002/jemt.23499. Epub 2020 Apr 18.","Rather MY","Microsc Res Tech","2020","2020/04/20","","","10.1002/jemt.23499"
"25154745","Synthesis of silver nanoparticles using methanol and dichloromethane extracts of Pulicaria gnaphalodes (Vent.) Boiss. aerial parts","Chitsazi MR, Korbekandi H, Asghari G, Bahri Najafi R, Badii A, Iravani S.","Artif Cells Nanomed Biotechnol. 2016;44(1):328-33. doi: 10.3109/21691401.2014.949726. Epub 2014 Aug 26.","Chitsazi MR","Artif Cells Nanomed Biotechnol","2016","2014/08/27","","","10.3109/21691401.2014.949726"
"30879658","Solvent-free production of phthalated cashew gum for green synthesis of antimicrobial silver nanoparticles","Oliveira ACJ, Araújo AR, Quelemes PV, Nadvorny D, Soares-Sobrinho JL, Leite JRSA, da Silva-Filho EC, Silva DAD.","Carbohydr Polym. 2019 Jun 1;213:176-183. doi: 10.1016/j.carbpol.2019.02.033. Epub 2019 Feb 14.","Oliveira ACJ","Carbohydr Polym","2019","2019/03/19","","","10.1016/j.carbpol.2019.02.033"
"23044142","Green, microwave-assisted synthesis of silver nanoparticles using bamboo hemicelluloses and glucose in an aqueous medium","Peng H, Yang A, Xiong J.","Carbohydr Polym. 2013 Jan 2;91(1):348-55. doi: 10.1016/j.carbpol.2012.08.073. Epub 2012 Aug 25.","Peng H","Carbohydr Polym","2013","2012/10/10","","","10.1016/j.carbpol.2012.08.073"
"30449178","A comparative study of stability, antioxidant, DNA cleavage and antibacterial activities of green and chemically synthesized silver nanoparticles","Mousavi-Khattat M, Keyhanfar M, Razmjou A.","Artif Cells Nanomed Biotechnol. 2018;46(sup3):S1022-S1031. doi: 10.1080/21691401.2018.1527346. Epub 2018 Nov 19.","Mousavi-Khattat M","Artif Cells Nanomed Biotechnol","2018","2018/11/20","","","10.1080/21691401.2018.1527346"
"32614743","Synthesis, In-Vitro and In-Silico Evaluation of Silver Nanoparticles with Root Extract of Withania somnifera for Antibacterial Activity via Binding of Penicillin-Binding Protein-4","Gaurav I, Singh T, Thakur A, Kumar G, Rathee P, Kumari P, Sweta K.","Curr Pharm Biotechnol. 2020;21(15):1674-1687. doi: 10.2174/1389201021666200702152000.","Gaurav I","Curr Pharm Biotechnol","2020","2020/07/03","","","10.2174/1389201021666200702152000"
